,summary,date
536,"Fortive Corporation today announced that it will webcast its earnings conference call for the third quarter 2021 on Thursday, October 28, 2021 beginning at 5:30 p.m. ET and lasting approximately 1... | October 7, 2021",2021-10-07
537,"In this article, we will be discussing the 10 tech stocks billionaire Daniel Sundheim is buying. If you want to skip our detailed analysis of Sundheim’s hedge fund returns, investment philosophy, and history, go directly to Billionaire Daniel Sundheim is Buying These 5 Tech Stocks. Serving as its chief investment officer, billionaire Daniel Sundheim is […]",2021-10-07
538,Wells Fargo analyst Josep... FTV,2021-10-07
539,"Shares of Fortive Corp. slid 0.73% to $70.42 Wednesday, on what proved to be an all-around favorable trading session for the stock market, with the S&P 500...",2021-10-06
540,"Shares of Fortive Corp. slid 0.21% to $70.94 Tuesday, on what proved to be an all-around positive trading session for the stock market, with the S&P 500...",2021-10-05
541,"Shares of Fortive Corp. inched 0.10% higher to $71.09 Monday, on what proved to be an all-around dismal trading session for the stock market, with the S&P...",2021-10-04
542,"Shares of Fortive Corp. inched 0.64% higher to $71.02 Friday, on what proved to be an all-around favorable trading session for the stock market, with the S&P...",2021-10-01
543,"Shares of Fortive Corp. slipped 2.43% to $70.57 Thursday, on what proved to be an all-around rough trading session for the stock market, with the S&P 500...",2021-09-30
544,"In trading on Thursday, shares of Fortive Corp (Symbol: FTV) crossed below their 200 day moving average of $70.86, changing hands as low as $70.56 per share.  Fortive Corp shares are currently trading down about 2.4% on the day.  The chart below shows the one year performance o",2021-09-30
545,Let's talk about the popular Fortive Corporation ( NYSE:FTV ). The company's shares received a lot of attention from a...,2021-09-30
546,"Shares of Fortive Corp. slipped 0.23% to $72.33 Wednesday, on what proved to be an all-around great trading session for the stock market, with the S&P 500...",2021-09-29
547,"Shares of Fortive Corp. slid 1.08% to $72.50 Tuesday, on what proved to be an all-around grim trading session for the stock market, with the S&P 500 Index...",2021-09-28
548,Halvorsen's 13F portfolio value slipped from $33.58B to $32.98B. The number of positions decreased from 94 to 88. The top 3 positions are at ~14% of the portfolio.,2021-09-28
549,"Shares of Fortive Corp. inched 0.04% higher to $73.29 Monday, on what proved to be an all-around mixed trading session for the stock market, with the Dow...",2021-09-27
550,"The external fund manager backed by Berkshire Hathaway's Charlie Munger, Li Lu, makes no bones about it when he says 'The biggest investment risk is not the volatility of prices, but whether you will suffer a permanent loss of capital.'  When we think about how risky a company i",2021-09-27
